Country,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
Kenya,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5,,,,,23.9248,,,,,,,,,,26.3736,,,,,,,,28.8224,,,,,41.568,41.723,42.057,42.44,42.871,43.35,43.874,44.441,45.044,45.674,46.318,46.964,47.598,48.211,48.799,49.364,49.916,50.465,51.023,51.59,52.164,52.739,53.308,53.864,54.408,54.946,55.489,56.042,56.602,57.158,57.689,58.171,58.586,58.92,59.17,59.354,59.499,59.628,59.743,59.83,59.843,59.723,59.431,58.949,58.29,57.469,56.518,55.504,54.505,53.584,52.819,52.278,51.975,51.911,52.079,52.456,52.996,53.631,54.295,54.948
Korea. Dem. Rep.,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,23.50816,,,,,24.98112,,,,,26.9768,,,,,29.5344,,,,,33.60512,,,,,37.38824,,,,,42.57104,,,,44.88888,,,,,,,,48.041,48.583,49.628,50.597,51.489,52.306,53.049,53.723,54.335,54.897,55.426,55.938,56.455,56.994,57.569,58.194,58.877,59.608,60.375,61.168,61.975,62.782,63.576,64.341,65.065,65.735,66.345,66.898,67.4,67.853,68.269,68.661,69.039,69.404,69.752,70.073,70.352,70.571,70.714,70.771,70.726,70.562,70.289,69.923,69.487,69.007,68.512,68.034,67.601,67.237,66.962,66.784,66.693,66.674,66.719,66.821,66.967,67.143,67.335,67.534
Korea. Rep.,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.8,,,,,23.50816,,,,,24.98112,,,,,26.9768,,,,,29.5344,,,,,33.60512,,,,,37.38824,,,,,42.57104,,,,44.88888,,,,,,,,45.523,46.17,47.418,48.569,49.624,50.583,51.447,52.219,52.904,53.511,54.051,54.537,54.986,55.42,55.855,56.312,56.804,57.333,57.9,58.509,59.162,59.862,60.598,61.353,62.111,62.85,63.543,64.178,64.752,65.268,65.741,66.195,66.657,67.148,67.676,68.245,68.853,69.482,70.112,70.731,71.32,71.858,72.341,72.772,73.159,73.529,73.912,74.336,74.814,75.346,75.923,76.522,77.111,77.662,78.157,78.585,78.937,79.225,79.46,79.649
Kuwait,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,54.5,54.779,55.327,55.852,56.353,56.833,57.294,57.743,58.187,58.646,59.136,59.678,60.286,60.968,61.718,62.519,63.35,64.176,64.969,65.709,66.375,66.956,67.46,67.901,68.287,68.629,68.942,69.244,69.552,69.882,70.254,70.684,71.17,71.699,72.257,72.82,73.354,73.833,74.239,74.567,74.823,75.021,75.19,75.353,75.52,75.696,75.879,76.06,76.232,76.395,76.55,76.699,76.842,76.983,77.121,77.258,77.394,77.527,77.657,77.785
Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.004,52.226,52.668,53.109,53.55,53.99,54.43,54.87,55.31,55.752,56.197,56.645,57.096,57.548,57.999,58.443,58.877,59.296,59.696,60.074,60.423,60.74,61.026,61.286,61.527,61.758,61.989,62.229,62.487,62.769,63.085,63.444,63.84,64.26,64.689,65.104,65.478,65.791,66.029,66.189,66.269,66.275,66.231,66.161,66.083,66.014,65.969,65.953,65.972,66.031,66.134,66.279,66.458,66.661,66.883,67.12,67.368,67.626,67.89,68.155
Lao PDR,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.9,,,,,,,,,,41.942,42.047,42.256,42.465,42.676,42.887,43.098,43.311,43.523,43.736,43.949,44.161,44.372,44.582,44.792,45,45.205,45.409,45.613,45.819,46.03,46.248,46.476,46.717,46.971,47.24,47.519,47.807,48.107,48.423,48.759,49.122,49.517,49.951,50.426,50.952,51.534,52.171,52.855,53.576,54.325,55.088,55.852,56.604,57.333,58.03,58.691,59.319,59.919,60.492,61.043,61.576,62.097,62.609,63.113,63.61,64.096,64.568,65.022,65.459
Latvia,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.9544,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.7,,,,,,,,,,,58.084,,,,,,,,,,,,,,,64.528,64.929,65.703,66.421,67.083,67.687,68.235,68.724,69.156,69.54,70.3,70.54,69.88,70.29,71.52,71.2,71.16,70.82,70.46,70.2,70.22,70.57,70.25,70.2,70.11,69.28,69.41,69.45,69.35,68.87,69.19,69.13,69.71,69.47,69.51,69.63,71.01,71.05,70.99,70.46,69.51,69.24,68.57,66.78,65.53,66.33,68.92,69.55,69.19,69.98,70.57,70.32,70.67,71.17,71.5,71.24,71.14,71.2,72.518,72.772
Lebanon,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.7,,,,,,,,,,54.278,54.709,55.553,56.36,57.128,57.859,58.551,59.205,59.821,60.397,60.933,61.429,61.887,62.31,62.701,63.069,63.421,63.763,64.097,64.422,64.732,65.016,65.267,65.48,65.66,65.812,65.947,66.077,66.213,66.361,66.522,66.694,66.87,67.048,67.229,67.418,67.622,67.843,68.084,68.341,68.607,68.876,69.137,69.385,69.614,69.823,70.01,70.181,70.342,70.496,70.649,70.804,70.966,71.135,71.313,71.5,71.691,71.884,72.075,72.263
Lesotho,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8,,,,,41.006,41.285,41.85,42.427,43.017,43.619,44.23,44.843,45.451,46.036,46.581,47.068,47.479,47.807,48.058,48.243,48.382,48.504,48.639,48.805,49.02,49.292,49.616,49.987,50.405,50.874,51.395,51.962,52.56,53.175,53.785,54.365,54.902,55.393,55.841,56.287,56.786,57.364,58.011,58.684,59.308,59.791,60.046,60.001,59.621,58.854,57.667,56.127,54.34,52.411,50.484,48.711,47.2,46.029,45.241,44.84,44.779,44.941,45.219,45.557
Liberia,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.1,,,,,35.89,36.123,36.588,37.051,37.511,37.969,38.425,38.878,39.328,39.775,40.219,40.659,41.095,41.526,41.953,42.375,42.793,43.208,43.619,44.027,44.438,44.859,45.29,45.725,46.152,46.551,46.9,47.183,47.391,47.525,47.585,47.573,47.515,47.44,47.373,47.347,47.394,47.527,47.755,48.082,48.504,49.009,49.57,50.16,50.766,51.377,51.99,52.608,53.228,53.843,54.442,55.018,55.567,56.088,56.578,57.04,57.477,57.897,58.307,58.711
Libya,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,41.689,41.948,42.465,42.982,43.497,44.012,44.526,45.038,45.548,46.056,46.56,47.059,47.554,48.044,48.531,49.009,49.472,49.923,50.372,50.832,51.327,51.885,52.522,53.245,54.055,54.942,55.892,56.877,57.87,58.857,59.829,60.786,61.732,62.665,63.574,64.443,65.252,65.994,66.667,67.273,67.826,68.348,68.857,69.367,69.878,70.382,70.859,71.291,71.666,71.984,72.253,72.485,72.701,72.915,73.135,73.363,73.599,73.834,74.061,74.279
Lithuania,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.7,,,,,,,,,,,,,,,,,,,,,,,,,50.5,,,,,,,,,,,,,,,,,,,,,,,,,63.56,63.871,64.492,65.111,65.728,66.342,66.951,67.554,68.143,67.68,70.28,70.47,69.4,70.58,71.94,71.69,71.85,71.92,71.61,71.22,71.08,72.02,71.26,71.61,71.54,71.15,71.29,71.04,70.83,70.7,70.68,70.66,71.06,70.98,70.49,70.66,72.33,72.14,71.98,71.66,71.37,70.55,70.4,69.01,68.58,69.02,70.15,70.99,71.32,71.71,72.18,71.79,71.98,72.24,72.23,71.7,71.47,71.39,71.84,71.932
Luxembourg,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.9,,,,,,,,,,,,,,,,,,,,,,47.976,48.0568,46.9104,44.8272,46.208,46.5912,49.0008,46.4568,47.7936,49.664,46.3832,48.8816,50.2448,50.0696,51.4688,50.1152,48.0472,42.3344,44.6784,54.6224,56.2056,55.2664,54.684,56.7616,54.7888,53.4056,55.8592,55.352,52.7032,56.7984,57.5888,56.6616,58.3152,59.9032,59.1008,61.2008,61.064,59.2032,60.352,61.9472,59.9912,58.3328,54.32,47.836,49.4008,61.6128,63.0568,64.4936,64.84,65.248,65.42,65.761,66.092,66.415,66.73,67.035,67.333,67.622,67.903,69.07,69.57,68.67,68.89,69.07,69.4,69.31,69.69,70.28,69.84,69.58,69.47,70.71,70.47,70.55,70.5,70.45,71.75,71.71,72.4,72.57,72.38,72.47,73.35,73.11,73.68,74.61,74.15,74.75,74.68,75.39,75.47,75.16,75.74,76.36,76.47,76.49,76.81,77,77.67,77.82,77.95,78.08,77.96,79.26,79.56,79.44,79.358,79.563,79.75
Macao. China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.975,53.197,53.663,54.172,54.724,55.32,55.959,56.642,57.367,58.134,58.942,59.785,60.654,61.531,62.395,63.208,63.929,64.542,65.045,65.449,65.779,66.071,66.372,66.726,67.158,67.698,68.363,69.136,69.986,70.889,71.803,72.68,73.485,74.189,74.782,75.263,75.653,75.988,76.299,76.6,76.9,77.202,77.498,77.778,78.042,78.283,78.491,78.664,78.806,78.924,79.035,79.16,79.315,79.506,79.735,79.991,80.259,80.517,80.749,80.951
Macedonia. FYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.087,53.577,54.535,55.45,56.322,57.151,57.938,58.684,59.393,60.068,60.715,61.34,61.949,62.547,63.136,63.715,64.281,64.828,65.354,65.857,66.347,66.834,67.321,67.805,68.275,68.706,69.066,69.336,69.513,69.606,69.643,69.659,69.695,69.779,69.922,70.125,70.374,70.639,70.898,71.14,71.358,71.551,71.726,71.89,72.046,72.198,72.35,72.506,72.667,72.833,73.005,73.177,73.347,73.511,73.669,73.82,73.966,74.11,74.253,74.397
Madagascar,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.5,,,,,35.747,35.984,36.454,36.912,37.36,37.798,38.226,38.644,39.054,39.457,39.855,40.251,40.647,41.045,41.445,41.848,42.252,42.654,43.053,43.45,43.844,44.237,44.629,45.023,45.421,45.832,46.267,46.726,47.203,47.684,48.134,48.513,48.8,48.996,49.117,49.206,49.324,49.524,49.841,50.283,50.841,51.481,52.152,52.809,53.432,54.009,54.542,55.048,55.542,56.027,56.509,56.991,57.475,57.96,58.446,58.932,59.415,59.892,60.357,60.81
Malawi,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.3,,,,,35.961,36.026,36.166,36.322,36.494,36.683,36.887,37.104,37.331,37.564,37.795,38.021,38.237,38.445,38.65,38.866,39.112,39.402,39.74,40.128,40.556,41.01,41.47,41.923,42.36,42.781,43.188,43.592,43.999,44.408,44.812,45.198,45.564,45.911,46.249,46.605,47.01,47.484,48.028,48.632,49.278,49.938,50.571,51.135,51.601,51.917,52.035,51.961,51.728,51.379,50.991,50.657,50.455,50.442,50.643,51.057,51.658,52.369,53.122,53.88
Malaysia,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.6,,,,,,,,,,,,,,,,,,,,47.006,47.371,48.099,48.827,49.555,50.283,51.011,51.738,52.466,53.193,53.92,54.647,55.374,56.1,56.827,57.558,58.3,59.052,59.809,60.563,61.295,61.986,62.622,63.2,63.723,64.206,64.673,65.148,65.644,66.162,66.691,67.212,67.702,68.144,68.532,68.867,69.156,69.413,69.655,69.888,70.121,70.356,70.595,70.835,71.078,71.323,71.567,71.807,72.041,72.27,72.495,72.721,72.95,73.183,73.42,73.657,73.891,74.117,74.334,74.538
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.63,37.942,38.567,39.192,39.818,40.444,41.07,41.696,42.323,42.951,43.578,44.207,44.836,45.465,46.095,46.725,47.355,47.984,48.614,49.242,49.873,50.507,51.145,51.786,52.424,53.055,53.67,54.265,54.836,55.383,55.912,56.433,56.952,57.473,57.989,58.484,58.936,59.331,59.669,59.961,60.225,60.487,60.778,61.126,61.549,62.07,62.705,63.441,64.258,65.133,66.039,66.941,67.81,68.619,69.352,69.999,70.564,71.065,71.522,71.939
Mali,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.6,,,,,35.297,35.344,35.438,35.533,35.628,35.723,35.819,35.915,36.012,36.109,36.206,36.304,36.405,36.508,36.618,36.735,36.863,37.004,37.158,37.326,37.511,37.712,37.927,38.155,38.396,38.646,38.907,39.176,39.454,39.737,40.029,40.329,40.639,40.957,41.278,41.597,41.906,42.201,42.48,42.741,42.988,43.224,43.455,43.69,43.931,44.184,44.45,44.728,45.018,45.32,45.635,45.961,46.298,46.643,46.995,47.354,47.718,48.088,48.463,48.842
Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.701,65.044,65.699,66.288,66.811,67.268,67.661,67.991,68.261,68.476,68.644,68.773,68.875,68.963,69.049,69.146,69.264,69.404,69.568,69.759,69.979,70.229,70.501,70.789,71.087,71.391,71.694,71.993,72.288,72.576,72.859,73.141,73.425,73.715,74.009,74.305,74.599,74.886,75.163,75.429,75.684,75.925,76.158,76.385,76.61,76.835,77.067,77.306,77.552,77.805,78.062,78.318,78.569,78.81,79.036,79.245,79.435,79.608,79.765,79.908
Martinique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.744,55.216,56.149,57.055,57.934,58.787,59.613,60.41,61.177,61.912,62.61,63.27,63.889,64.469,65.014,65.53,66.023,66.503,66.976,67.45,67.933,68.429,68.937,69.453,69.973,70.492,71,71.49,71.957,72.398,72.814,73.208,73.588,73.956,74.311,74.648,74.958,75.234,75.479,75.695,75.894,76.088,76.291,76.509,76.747,77.004,77.272,77.542,77.803,78.05,78.281,78.493,78.689,78.872,79.042,79.201,79.352,79.495,79.634,79.769
Mauritania,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,41.32,41.489,41.828,42.166,42.502,42.836,43.169,43.501,43.83,44.157,44.481,44.803,45.122,45.438,45.753,46.067,46.376,46.684,46.993,47.311,47.648,48.016,48.419,48.861,49.34,49.857,50.408,50.98,51.558,52.129,52.676,53.182,53.643,54.051,54.404,54.702,54.95,55.16,55.344,55.508,55.658,55.797,55.925,56.043,56.151,56.247,56.33,56.397,56.447,56.482,56.499,56.494,56.472,56.442,56.417,56.417,56.465,56.574,56.749,56.988
Mauritius,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.22,,,,,,,,,,33.8736,,,,,,,36.1688,,,33.288,,,38.6176,,,46.861,48.008,50.185,52.132,53.849,55.336,56.597,57.64,58.477,59.131,59.628,60.001,60.288,60.527,60.749,60.975,61.212,61.452,61.691,61.938,62.202,62.493,62.811,63.154,63.521,63.906,64.298,64.69,65.074,65.449,65.819,66.194,66.582,66.984,67.394,67.796,68.173,68.509,68.797,69.036,69.235,69.407,69.571,69.742,69.928,70.135,70.363,70.604,70.849,71.089,71.317,71.522,71.7,71.845,71.958,72.035,72.08,72.1,72.104,72.102
Mayotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.48,51.695,52.13,52.575,53.03,53.496,53.97,54.455,54.948,55.449,55.958,56.473,56.995,57.527,58.071,58.638,59.241,59.882,60.56,61.268,61.99,62.708,63.404,64.066,64.689,65.277,65.842,66.399,66.957,67.516,68.07,68.607,69.114,69.585,70.019,70.422,70.807,71.184,71.561,71.939,72.313,72.673,73.008,73.312,73.582,73.818,74.024,74.207,74.376,74.536,74.69,74.841,74.989,75.135,75.279,75.423,75.568,75.71,75.85,75.989
Mexico,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.9,,,23.29,26.62,29.52,28.8,26.24,27.03,24.98,27.58,26.65,28.37,28.68,29.09,26.8,27.88,27.97,28.72,29.21,27.41,,,,,,,,,,,,32.6,33.5,32.8,32.1,34.2,40.3,34.5,35.4,36.2,37.7,38.4,37.3,38.2,40.4,38.3,36.8,39.4,45.5,39.2,42.6,39.8,42.8,43.2,44.2,44.8,46.3,48.3,45.8,48.56,49.118,50.207,51.247,52.238,53.178,54.067,54.903,55.685,56.406,57.065,57.656,58.18,58.643,59.055,59.433,59.792,60.15,60.522,60.919,61.35,61.819,62.319,62.839,63.374,63.92,64.468,65.011,65.545,66.062,66.56,67.037,67.496,67.941,68.372,68.791,69.201,69.605,70.004,70.4,70.795,71.191,71.588,71.981,72.368,72.743,73.097,73.426,73.729,74.006,74.264,74.509,74.749,74.991,75.237,75.488,75.742,75.992,76.234,76.467
Micronesia. Fed. Sts.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.777,53.977,54.377,54.777,55.177,55.578,55.979,56.38,56.781,57.181,57.581,57.981,58.38,58.778,59.177,59.577,59.979,60.386,60.797,61.211,61.634,62.071,62.519,62.971,63.419,63.843,64.225,64.552,64.817,65.021,65.171,65.28,65.368,65.452,65.541,65.641,65.752,65.868,65.983,66.098,66.212,66.326,66.44,66.553,66.666,66.777,66.883,66.985,67.083,67.182,67.286,67.401,67.532,67.681,67.847,68.029,68.221,68.418,68.614,68.806
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.462,57.706,58.184,58.644,59.084,59.507,59.912,60.301,60.678,61.049,61.419,61.794,62.178,62.57,62.963,63.345,63.701,64.017,64.282,64.492,64.646,64.746,64.806,64.838,64.85,64.842,64.808,64.752,64.685,64.628,64.618,64.7,64.893,65.197,65.595,66.052,66.516,66.932,67.257,67.47,67.555,67.513,67.38,67.196,66.988,66.791,66.64,66.553,66.542,66.612,66.758,66.966,67.207,67.454,67.696,67.923,68.133,68.333,68.527,68.715
Mongolia,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.8,,,,,41.037,41.339,41.943,42.546,43.148,43.749,44.349,44.948,45.547,46.148,46.751,47.357,47.967,48.578,49.188,49.793,50.391,50.975,51.542,52.087,52.601,53.079,53.52,53.928,54.306,54.662,55.003,55.338,55.679,56.036,56.424,56.857,57.336,57.852,58.392,58.928,59.427,59.864,60.229,60.527,60.781,61.028,61.307,61.638,62.025,62.451,62.885,63.289,63.641,63.937,64.186,64.41,64.637,64.891,65.178,65.5,65.851,66.214,66.577,66.933
Montenegro,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.22,58.466,58.951,59.424,59.884,60.331,60.767,61.197,61.624,62.059,62.513,62.997,63.522,64.095,64.716,65.383,66.089,66.82,67.558,68.289,69.002,69.688,70.344,70.962,71.535,72.052,72.504,72.894,73.226,73.505,73.735,73.925,74.086,74.23,74.369,74.518,74.692,74.891,75.109,75.339,75.561,75.753,75.895,75.972,75.977,75.909,75.77,75.58,75.36,75.125,74.887,74.656,74.439,74.247,74.093,73.997,73.976,74.03,74.154,74.338
Morocco,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.1,,,,,,,,,,41.845,42.102,42.617,43.131,43.643,44.155,44.665,45.173,45.68,46.184,46.684,47.18,47.672,48.16,48.644,49.127,49.607,50.088,50.573,51.063,51.56,52.062,52.571,53.091,53.626,54.192,54.801,55.459,56.165,56.909,57.678,58.45,59.207,59.931,60.614,61.254,61.856,62.435,62.999,63.553,64.097,64.629,65.146,65.644,66.124,66.587,67.035,67.469,67.89,68.299,68.695,69.077,69.443,69.792,70.125,70.443,70.745,71.034,71.312,71.579
Mozambique,30.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.278,30.53,31.035,31.539,32.044,32.549,33.052,33.553,34.051,34.541,35.019,35.482,35.926,36.352,36.762,37.161,37.556,37.956,38.365,38.787,39.226,39.69,40.171,40.657,41.135,41.582,41.975,42.298,42.544,42.712,42.804,42.828,42.81,42.775,42.744,42.735,42.764,42.836,42.959,43.142,43.405,43.766,44.218,44.74,45.309,45.885,46.421,46.882,47.245,47.499,47.645,47.696,47.691,47.668,47.65,47.658,47.709,47.804,47.944,48.132
